NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
394,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202405,11,"207,500",-,20,개인,개인,2019,선릉로 8,-,중개거래,"서울 강남구, 서울 송파구",-
395,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202404,29,"275,000",203,20,개인,개인,2019,선릉로 8,-,중개거래,"서울 강남구, 서울 구로구",24.05.30
396,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,99.991,202403,12,"320,000",215,3,개인,개인,2019,선릉로 8,-,중개거래,서울 강남구,24.05.30
397,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.888,202404,3,"195,000",223,6,개인,개인,2019,선릉로 8,-,중개거래,서울 강남구,24.05.30
398,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,99.967,202405,4,"321,000",-,34,개인,개인,2019,선릉로 8,-,중개거래,"경기 부천시원미구, 서울 강남구",-
399,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.897,202402,21,"193,000",-,12,개인,개인,2019,선릉로 8,20240528,중개거래,서울 강남구,-
400,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202402,7,"199,300",209,8,개인,개인,2019,선릉로 8,-,중개거래,서울 강남구,24.05.27
401,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202306,27,"205,000",-,4,-,-,2019,삼성로 11,-,중개거래,서울 강남구,-
402,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202307,26,"214,000",302,9,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.10.31
403,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202312,7,"213,300",315,10,-,-,2019,삼성로 11,-,중개거래,경기 안양만안구 서울 강남구,24.01.12
404,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,49.4013,202311,22,"159,500",323,5,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.19
405,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202310,12,"208,000",304,13,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.05
406,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202310,7,"220,000",302,17,-,-,2019,삼성로 11,-,중개거래,대전 유성구 서울 강남구,23.11.23
407,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202310,4,"309,000",305,24,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.11.22
408,서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,59.98,202309,20,"219,300",-,16,-,-,2023,삼성로 14,-,중개거래,서울 강남구,-
409,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,49.4013,202309,12,"165,000",323,5,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.11.17
410,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202309,9,"218,000",302,17,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.30
411,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,76.1709,202309,6,"268,000",322,24,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.12.21
412,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202308,27,"218,000",302,28,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.19
413,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,106.6695,202308,23,"420,000",318,20,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.11
414,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202308,14,"291,000",307,9,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.10.27
415,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202308,1,"302,500",309,19,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.10.31
416,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202307,28,"205,500",312,19,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.11.24
417,서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,59.98,202307,25,"190,000",-,5,-,-,2023,삼성로 14,-,중개거래,서울 강남구,-
418,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202307,21,"203,000",316,2,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.11.15
419,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.357,202307,10,"280,000",306,8,-,-,2019,삼성로 11,-,중개거래,서울 강남구,23.10.11
420,서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,78.33,202306,30,"279,250",-,9,-,-,2023,삼성로 14,-,중개거래,서울 강남구,-
421,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202306,27,"205,000",315,4,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.10
422,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202404,21,"212,500",-,12,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
423,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.357,202404,3,"285,000",-,2,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
424,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202402,13,"213,500",304,17,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.04.23
425,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202401,30,"219,000",303,17,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.04.30
426,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202401,18,"209,500",315,16,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.03.15
427,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202401,10,"212,500",315,26,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.04.03
428,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8072,202401,9,"217,000",302,20,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.03.29
429,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202311,16,"295,000",311,23,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.02.16
430,서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,59.98,202311,7,"216,000",431,12,-,-,2023,삼성로 14,-,중개거래,서울 강남구,24.01.31
431,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.357,202309,2,"287,300",308,3,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.02.28
432,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202308,19,"213,000",-,22,-,-,2019,삼성로 11,20240220,중개거래,서울 강남구,-
433,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202308,19,"213,000",315,22,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.02.22
434,서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,78.33,202306,30,"279,250",-,9,-,-,2023,삼성로 14,20231014,중개거래,서울 강남구,-
435,서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,59.98,202401,12,"216,000",424,26,개인,개인,2023,삼성로 14,-,중개거래,서울 강남구,24.03.12
436,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202406,1,"227,500",-,14,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
437,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202405,30,"230,000",-,12,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
438,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202405,7,"300,000",-,12,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
439,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202402,5,"210,000",-,14,개인,개인,2019,삼성로 11,20240524,중개거래,서울 강남구,-
440,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,76.1709,202405,8,"285,000",-,16,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
441,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202405,15,"310,000",-,27,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
442,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8072,202404,12,"220,500",303,18,개인,개인,2019,삼성로 11,-,중개거래,"서울 강남구, 서울 서초구",24.05.27
443,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202402,24,"220,000",302,21,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.05.30
444,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.357,202403,5,"280,000",306,7,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,24.05.24
445,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202309,27,"191,500",129,16,-,-,2020,개포로 264,-,중개거래,서울 강남구,24.01.15
446,서울특별시 강남구 개포동,651-1,651,1,개포더샵트리에,108.0923,202311,22,"220,000",902,7,-,-,2021,개포로 311,-,중개거래,서울 강남구,24.02.02
447,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.83,202310,21,"265,000",-,13,-,-,2020,개포로 264,20231121,중개거래,서울 강남구,-
448,서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,202308,29,"319,000",3,10,-,-,1984,개포로 307,-,중개거래,서울 강남구,23.12.15
449,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,74.66,202308,31,"229,000",-,16,-,-,2020,개포로 264,20231123,중개거래,서울 강남구,-
450,서울특별시 강남구 개포동,185,185,0,개포주공7단지,73.26,202307,4,"238,000",702,9,-,-,1983,개포로 516,-,중개거래,서울 강남구,23.10.11
451,서울특별시 강남구 개포동,185,185,0,개포주공7단지,73.26,202311,13,"228,500",701,6,-,-,1983,개포로 516,-,중개거래,서울 강남구,23.12.27
452,서울특별시 강남구 개포동,185,185,0,개포주공6단지,83.21,202311,13,"263,000",602,6,-,-,1983,개포로 516,-,중개거래,서울 강남구,23.12.28
453,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202310,25,"189,800",129,11,-,-,2020,개포로 264,-,중개거래,서울 강남구,24.01.10
454,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.83,202310,21,"265,000",109,13,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.12.28
455,서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,202310,17,"314,000",3,13,-,-,1984,개포로 307,-,중개거래,서울 강남구,24.01.24
456,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.96,202310,16,"203,000",114,20,-,-,2020,개포로 264,-,중개거래,서울 강남구,24.01.08
457,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,96.93,202310,13,"330,000",115,13,-,-,2020,개포로 264,-,중개거래,서울 강남구,24.01.18
458,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202309,27,"191,500",-,16,-,-,2020,개포로 264,20240108,중개거래,서울 강남구,-
459,서울특별시 강남구 개포동,651-1,651,1,개포더샵트리에,105.8064,202309,26,"225,000",901,2,-,-,2021,개포로 311,-,중개거래,서울 강남구,24.02.01
460,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,49.92,202309,21,"170,000",128,12,-,-,2020,개포로 264,-,중개거래,경기 성남수정구 서울 강남구,23.12.21
461,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,74.66,202309,21,"218,000",126,14,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.12.15
462,서울특별시 강남구 개포동,177,177,0,현대아파트3,84.87,202309,18,"235,000",5,9,-,-,1986,개포로 409,-,중개거래,서울 강남구,24.01.10
463,서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,95.4,202309,17,"219,000",102,6,-,-,1984,개포로 303,-,중개거래,서울 강남구,23.12.29
464,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,96.93,202309,15,"298,000",115,23,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.10.30
465,서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,202309,13,"299,000",5,4,-,-,1984,개포로 307,-,중개거래,서울 강남구,23.12.08
466,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.83,202309,12,"260,000",-,21,-,-,2020,개포로 264,-,중개거래,서울 강남구,-
467,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,74.66,202308,31,"229,000",116,16,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.12.08
468,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.86,202308,28,"250,000",120,15,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.10.31
469,서울특별시 강남구 개포동,185,185,0,개포주공7단지,73.26,202308,26,"248,000",706,13,-,-,1983,개포로 516,-,중개거래,서울 강남구,23.12.08
470,서울특별시 강남구 개포동,185,185,0,개포주공7단지,53.46,202308,25,"194,000",706,13,-,-,1983,개포로 516,-,중개거래,서울 강남구,23.11.14
471,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.86,202308,25,"251,000",110,11,-,-,2020,개포로 264,-,중개거래,서울 강남구,24.01.04
472,서울특별시 강남구 개포동,185,185,0,개포주공6단지,53.06,202308,24,"199,000",-,9,-,-,1983,개포로 516,-,중개거래,서울 강남구,-
473,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.83,202308,23,"255,000",109,27,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.11.20
474,서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202308,18,"249,000",6,6,-,-,1984,개포로 307,-,중개거래,서울 강남구,23.11.21
475,서울특별시 강남구 개포동,651-1,651,1,개포더샵트리에,108.2017,202308,15,"245,000",902,10,-,-,2021,개포로 311,-,중개거래,서울 강남구,23.12.28
476,서울특별시 강남구 개포동,185,185,0,개포주공6단지,73.02,202308,14,"244,000",602,12,-,-,1983,개포로 516,-,중개거래,서울 강남구,23.09.11
477,서울특별시 강남구 개포동,179,179,0,우성8,79.61,202308,14,"190,000",801,7,-,-,1987,개포로 411,-,중개거래,서울 강남구 인천 연수구,23.12.11
478,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202308,13,"200,000",120,7,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.10.18
479,서울특별시 강남구 개포동,179,179,0,우성8,79.61,202308,12,"193,500",801,3,-,-,1987,개포로 411,-,중개거래,서울 강남구,23.12.15
480,서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,202308,10,"305,000",5,14,-,-,1984,개포로 307,-,중개거래,서울 강남구,24.01.16
481,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.83,202308,3,"265,000",115,35,-,-,2020,개포로 264,-,중개거래,서울 강남구,24.01.25
482,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,84.9,202307,31,"255,000",114,25,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.10.27
483,서울특별시 강남구 개포동,652,652,0,개포우성3차,161,202307,28,"330,000",1,15,-,-,1984,개포로 307,-,중개거래,서울 강남구,23.10.30
484,서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,95.4,202307,28,"212,000",102,10,-,-,1984,개포로 303,-,중개거래,서울 강남구,23.11.03
485,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,96.93,202307,27,"298,000",-,23,-,-,2020,개포로 264,20230904,중개거래,서울 강남구,-
486,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202310,21,"142,000",213,14,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,24.01.02
487,서울특별시 강남구 개포동,12월 02일,12,2,개포자이,134.3,202310,2,"247,500",104,6,-,-,2004,개포로109길 69,-,중개거래,서울 강남구,24.01.16
488,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202309,24,"104,000",214,12,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.11.24
489,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202309,23,"122,500",210,15,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.12.19
490,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202309,21,"109,750",302,1,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.10.04
491,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202309,20,"101,000",215,4,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,24.01.31
492,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202309,16,"120,000",301,5,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,24.01.29
493,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202309,16,"121,000",211,15,-,-,1992,개포로109길 9,-,중개거래,경기 용인기흥구 서울 강남구,23.12.05
494,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202308,26,"101,000",215,15,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.12.12
495,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202308,24,"123,000",211,12,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.11.02
496,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202308,22,"136,000",219,6,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,24.01.09
497,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202308,21,"103,000",215,13,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.11.17
498,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202308,15,"96,500",209,15,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.10.27
499,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202308,12,"99,000",214,5,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.11.06
500,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202308,12,"135,000",304,4,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.10.24
501,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202308,12,"148,000",306,1,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.12.22
502,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202308,17,"123,000",302,11,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.10.31
503,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202308,10,"115,000",216,2,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.10.26
504,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202308,8,"138,000",213,11,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.10.20
505,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202308,5,"120,000",212,13,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.10.31
506,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202307,31,"141,000",217,7,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.11.13
507,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202307,26,"98,000",209,12,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.09.08
508,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202307,22,"129,000",219,1,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.10.27
509,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202307,21,"129,000",-,1,-,-,1992,개포로109길 9,20230807,중개거래,서울 강남구,-
510,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202307,20,"98,500",214,14,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.08.17
511,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202307,20,"116,000",302,7,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.11.01
512,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202307,14,"132,000",303,11,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.08.17
513,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202306,29,"111,000",301,2,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.09.05
514,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202306,28,"103,000",305,11,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,23.07.07
515,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202308,31,"106,000",-,4,-,-,1992,개포로109길 21,20230911,직거래,-,-
516,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202308,11,"80,000",216,8,-,-,1992,개포로109길 9,-,직거래,-,23.10.24
517,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202308,5,"108,000",212,1,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.10.10
518,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202312,31,"162,500",306,8,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,24.01.22
519,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202405,10,"139,700",-,14,개인,개인,1992,개포로109길 21,-,중개거래,"서울 강남구, 서울 송파구",-
520,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202405,2,"111,000",212,3,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.05.17
521,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202403,19,"132,000",219,1,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.05.17
522,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202404,24,"133,000",-,5,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
523,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202403,23,"136,000",-,4,개인,개인,1992,개포로109길 9,20240408,중개거래,서울 강남구,-
524,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202403,23,"129,500",303,3,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,24.03.29
525,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202403,1,"160,000",-,4,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,-
526,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202402,29,"99,000",209,3,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.03.21
527,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202402,24,"96,500",-,4,개인,개인,1992,개포로109길 9,20240514,중개거래,서울 강남구,-
528,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202402,24,"134,000",219,10,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.04.30
529,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202402,19,"115,000",302,6,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,24.03.07
530,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202402,17,"103,000",210,1,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.03.28
531,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202402,7,"135,000",217,4,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.03.20
532,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202402,2,"135,000",218,5,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.03.29
533,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202402,2,"137,000",218,11,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.03.29
534,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202401,30,"97,000",214,4,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.02.29
535,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202401,27,"114,500",216,12,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.02.27
536,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202401,13,"113,000",212,11,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.04.15
537,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202401,11,"130,000",303,12,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,24.03.14
538,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202312,20,"126,000",217,2,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,24.03.29
539,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202311,7,"113,000",302,12,-,-,1992,개포로109길 21,-,중개거래,서울 강남구,24.02.29
540,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202406,10,"100,500",-,12,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
541,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202405,4,"138,250",-,9,개인,개인,1992,개포로109길 9,-,중개거래,"서울 강남구, 서울 송파구",-
542,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202406,6,"116,000",-,15,개인,개인,1992,개포로109길 9,-,중개거래,"서울 강남구, 서울 송파구",-
543,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202406,7,"140,000",-,8,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
544,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202404,6,"116,000",212,4,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.06.17
545,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202403,10,"115,000",302,10,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,24.06.14
546,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202406,3,"98,000",-,10,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
547,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202406,1,"99,000",-,9,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
548,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202405,28,"116,500",-,3,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
549,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202405,15,"112,000",211,6,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.06.07
550,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202405,4,"116,000",-,12,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
551,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202402,24,"96,500",214,4,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,24.05.16
552,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202405,30,"133,000",-,3,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,-
553,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202401,17,"116,000",-,8,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
554,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202405,22,"135,000",-,8,개인,개인,1992,개포로109길 21,-,중개거래,서울 강남구,-
555,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202405,15,"115,000",-,15,개인,개인,1992,개포로109길 9,-,중개거래,서울 강남구,-
